,date,time,conn_country,platform,track_name,artist_name,album_name,ms_played,spotifyID,reason_start,reason_end,shuffle,skipped,offline,incognito_mode,play_count,genre,energy,theme,language
21,2024-01-02,03:20:35,US,ios,Aaya Na Tu,Arjun Kanungo,Aaya Na Tu,210000,3T0oPETOdddxJ2xTt2qJe4,trackdone,trackdone,False,False,False,False,18,Pop,0.65,Romantic,Hindi
22,2024-01-02,03:22:54,US,ios,Aa Mil,Zaeden,Aa Mil,147562,67LdLmIj2GVrGf4ZUuLaE1,trackdone,trackdone,False,False,False,False,16,Melodic House,0.7,Uplifting,Hindi
23,2024-01-02,03:24:30,US,ios,Chaand Baaliyan,Aditya A,Chaand Baaliyan,103264,0snQrp1VaY5Pj1YIHRJpRJ,trackdone,trackdone,False,False,False,False,12,Pop,0.6,Romantic,Hindi
24,2024-01-02,03:31:03,US,ios,Mujhe Peene Do,Darshan Raval,Mujhe Peene Do,196071,3FbZoPzEaUBOD84l1FwFEH,trackdone,trackdone,False,False,False,False,17,Pop,0.5,Romantic,Hindi
25,2024-01-02,03:37:43,US,ios,Samjho Na,Aditya Rikhari,Samjho Na,172408,1d5lpW3gUyq537iuyrb9Lf,trackdone,trackdone,False,False,False,False,26,Indie Pop,0.6,Romantic,Hindi
26,2024-01-02,03:38:54,US,ios,dooriyan,Zaeden,Genesis 1:1,76869,1HGtTmgl1sEycuS9lJviWQ,trackdone,backbtn,False,True,False,False,13,Electronic Dance Music (EDM),0.75,Bittersweet,Hindi
27,2024-01-02,03:41:45,US,ios,Samjho Na,Aditya Rikhari,Samjho Na,172408,1d5lpW3gUyq537iuyrb9Lf,backbtn,trackdone,False,False,False,False,26,Indie Pop,0.6,Romantic,Hindi
28,2024-01-02,03:44:19,US,ios,dooriyan,Zaeden,Genesis 1:1,161624,1HGtTmgl1sEycuS9lJviWQ,trackdone,trackdone,False,False,False,False,13,Electronic Dance Music (EDM),0.75,Bittersweet,Hindi
29,2024-01-02,03:46:11,US,ios,"Kaise Ab Kahein - From ""Gutar Gu""",Gaurav Chatterji,Kaise Ab Kahein,120000,3eSm4iAkLsn3BeggfiQOH9,trackdone,trackdone,False,False,False,False,16,Romantic Pop,0.6,Romantic,Hindi
30,2024-01-02,03:49:41,US,ios,Gul,Anuv Jain,Gul,217250,6ivemTXTn27PwVjtd0oqDs,trackdone,trackdone,False,False,False,False,11,Indie Folk,0.55,Romantic,Hindi
31,2024-01-02,03:54:21,US,ios,Saibo - Lofi Flip,VIBIE,Saibo,146646,1E16f7KcZmuXuhlenRwA2m,trackdone,trackdone,False,False,False,False,5,Lofi Hip Hop,0.3,Nostalgic,Hindi
32,2024-01-02,03:57:25,US,ios,Manjha,Vishal Mishra,Manjha,191647,0UZLaEOSIc5kg0cc7eszqC,trackdone,trackdone,False,False,False,False,9,Bollywood,0.6,Romantic,Hindi
33,2024-01-02,04:02:10,US,ios,Baarish Lete Aana,Darshan Raval,Baarish Lete Aana,102158,6Oq4lIhSSYdA6WuXU9sPeG,trackdone,unexpected-exit-while-paused,False,False,False,False,11,Romantic Pop,0.6,Romantic,Hindi
34,2024-01-02,21:18:04,US,ios,Baarish Lete Aana,Darshan Raval,Baarish Lete Aana,2790,6Oq4lIhSSYdA6WuXU9sPeG,appload,endplay,False,True,False,False,11,Romantic Pop,0.6,Romantic,Hindi
35,2024-01-02,22:35:34,US,ios,Let's Go (feat. Ne-Yo),Calvin Harris,18 Months,76306,4wkQmYpAaMe41Rc3sYZ7Vz,playbtn,unexpected-exit-while-paused,True,False,False,False,9,Dance-Pop,0.85,Uplifting,English
36,2024-01-04,16:01:24,US,osx,Just Friends,Daniel Allan,Just Friends,155675,19ze4P0BSoJ1wX7ck2oprv,playbtn,trackdone,True,False,False,False,9,Indie Pop,0.65,Melancholy,English
37,2024-01-04,16:04:29,US,osx,One Last Dance,Audien,One Last Dance,184000,1nV6VafLPuRSsXgbDY3i6L,trackdone,trackdone,True,False,False,False,14,Progressive House,0.5,Romantic,English
38,2024-01-04,16:07:20,US,osx,Closer (feat. Lilly Ahlberg),Sonny Fodera,Closer (feat. Lilly Ahlberg),169901,5FDdviWQzhw7NWH2TiDl9d,trackdone,trackdone,True,False,False,False,7,Deep House,0.7,Euphoric,English
39,2024-01-04,16:13:46,US,osx,Tu Hai Ki Nahi,Ankit Tiwari,Roy,333922,4brSaQIT3bnnE41D042fgL,trackdone,trackdone,True,False,False,False,20,Bollywood Romantic Pop,0.35,Romantic,Hindi
40,2024-01-04,16:16:16,US,osx,ESCAPE PLAN,Travis Scott,ESCAPE PLAN / MAFIA,149610,4R67rQNSbbsR4TdUVOIdez,trackdone,trackdone,True,False,False,False,18,Hip-Hop/Rap,0.85,Empowered,English
41,2024-01-04,16:21:20,US,osx,Addicted To A Memory,Zedd,True Colors,303160,0xTGfdrWzJLKRD4U6hxSsg,trackdone,trackdone,True,False,False,False,10,Electropop,0.7,Bittersweet,English
42,2024-01-04,16:27:01,US,osx,"Chal Ghar Chalen (From ""Malang - Unleash The Madness"") [Mithoon feat. Arijit Singh]",Mithoon,"Chal Ghar Chalen (From ""Malang - Unleash The Madness"") [Mithoon feat. Arijit Singh]",340671,2U0BLmYoSESYOdwMxW2yA9,trackdone,trackdone,True,False,False,False,12,Bollywood Romantic,0.3,Romantic,Hindi
43,2024-01-04,17:31:14,US,osx,Death of Me,Whales,Death of Me,168428,1KUYxwsFpCgpwygaWQu4JL,trackdone,trackdone,True,False,False,False,9,Indie Rock,0.65,Melancholy,English
44,2024-01-04,17:35:44,US,osx,Left to Ruin (CRaymak & Fransis Derelle Remix),yetep,Here & Now (Remixes),269793,61pYlqYUQCqlM3xze38kZj,trackdone,trackdone,True,False,False,False,5,Progressive House,0.65,Melancholy,English
45,2024-01-04,17:38:36,US,osx,Forget I Exist,Sam MacPherson,Forget I Exist,172626,54q7FLhWb9FEObFBziNRTq,trackdone,trackdone,True,False,False,False,12,Pop,0.5,Bittersweet,English
46,2024-01-04,17:38:43,US,osx,"Lambiyaan Si Judaiyaan (From ""Raabta"")",Arijit Singh,Arijit Singh Broken Strings,3990,5Jgv5IaPCgj1rldWSlw6m3,trackdone,fwdbtn,True,True,False,False,18,Bollywood Romantic Ballad,0.5,Romantic,Hindi
47,2024-01-04,17:38:43,US,osx,"Lambiyaan Si Judaiyaan (From ""Raabta"")",Arijit Singh,Arijit Singh Broken Strings,3990,5Jgv5IaPCgj1rldWSlw6m3,trackdone,fwdbtn,True,True,False,False,18,Bollywood,0.3,Romantic,Hindi
48,2024-01-04,17:41:33,US,osx,Alright (VAUX Remix),yetep,Here & Now (Remixes),171034,4G1uun68rNapNQvkv2dzJH,fwdbtn,trackdone,True,False,False,False,5,Electronic,0.8,Uplifting,English
49,2024-01-04,17:45:20,US,osx,Lay It All On Me,Phantoms,Lay It All On Me,227384,1MPfyPFjBE0e9GGWImKlXf,trackdone,trackdone,True,False,False,False,15,Electronic Trance,0.8,Uplifting,English
50,2024-01-04,17:50:49,US,osx,Soniyo,Raju Singh,RAAZ - The Mystery Continues (Original Motion Picture Soundtrack),328440,4J5OpeZUR2msDPfMsIeGSU,trackdone,trackdone,True,False,False,False,15,Bollywood,0.6,Romantic,Hindi
51,2024-01-04,17:57:00,US,osx,Hey Brother - Avicii By Avicii,Avicii,True: Avicii By Avicii,369946,3h5vVpJ7RlYVWtOG0403bL,trackdone,trackdone,True,False,False,False,10,Electronic Dance Music (EDM),0.7,Uplifting,English
52,2024-01-04,18:09:38,US,osx,SRY,MIME,SRY,223826,0liqgDxxKqACG9kponhjfn,trackdone,trackdone,True,False,False,False,9,Pop,0.7,Bittersweet,English
53,2024-01-04,18:12:29,US,osx,goodbye looks good on you (feat. Mitchell Tenpenny),Alana Springsteen,TWENTY SOMETHING,171080,2otAb5kIGdZzJCqcUHNztT,trackdone,trackdone,True,False,False,False,14,Country Pop,0.5,Bittersweet,English
54,2024-01-04,18:16:46,US,osx,Latch,Disclosure,Settle - Deluxe,255866,1DunhgeZSEgWiIYbHqXl0c,trackdone,trackdone,True,False,False,False,16,Deep House,0.5,Romantic,English
55,2024-01-04,18:20:10,US,osx,Hey Whiskey,Tim McGraw,Hey Whiskey,203960,2Kw5QYMTLrRV7jpoE8YkMg,trackdone,trackdone,True,False,False,False,9,Country,0.6,Bittersweet,English
56,2024-01-04,18:23:08,US,osx,Love Is Gone - Acoustic,Dylan Matthew,Love Is Gone (Acoustic),176971,7F1CiKqrY44kh5cDqwHOnx,trackdone,trackdone,True,False,False,False,12,Acoustic Electronic,0.6,Bittersweet,English
57,2024-01-04,18:26:42,US,osx,Back To U,SLANDER,Back To U,214400,19m23w2ANVhtB7rApM6pbN,trackdone,trackdone,True,False,False,False,39,Future Bass,0.75,Melancholy,English
58,2024-01-04,18:30:57,US,osx,From the Ground Up,Dan + Shay,Obsessed,253933,0lQJBl9YEsoMtE8D4yTE9g,trackdone,trackdone,True,False,False,False,18,Country,0.4,Romantic,English
59,2024-01-04,18:37:15,US,osx,DON'T YOU WORRY,Black Eyed Peas,DON'T YOU WORRY,196363,0gYXw7aPoybWFfB7btQ0eM,trackdone,trackdone,True,False,False,False,15,Pop/Rap,0.8,Empowered,English
60,2024-01-04,18:41:26,US,osx,U Taste Like Sundays,Łaszewo,U Taste Like Sundays,250071,7zSIaxd1mgB53fm4PNX7qA,trackdone,trackdone,True,False,False,False,7,Indie Pop,0.6,Romantic,English
61,2024-01-04,18:44:23,US,osx,Goodbye,PuFFcorn,Goodbye,175985,2tsd43SUp6g78YQtF2fSF9,trackdone,trackdone,True,False,False,False,10,Indie Pop,0.65,Melancholy,Japanese
62,2024-01-04,19:32:57,US,ios,After You (feat. Calle Lehmann),Gryffin,Alive,3842,3TO4rCwrEgzkH20pG7DK4G,appload,trackdone,True,False,False,False,7,Electronic Dance Music (EDM),0.7,Romantic,English
63,2024-01-04,19:32:57,US,ios,After You (feat. Calle Lehmann),Gryffin,Alive,3842,3TO4rCwrEgzkH20pG7DK4G,appload,trackdone,True,False,False,False,7,Melodic House,0.65,Romantic,English
64,2024-01-04,19:32:57,US,ios,Getting Late (feat. Danni Carra),SLANDER,Getting Late (feat. Danni Carra),0,2wG7MgpfXMCzQcTPCt78Tb,trackdone,endplay,True,True,False,False,17,Future Bass,0.7,Uplifting,English
65,2024-01-04,19:32:57,US,ios,Fuck Your Sunshine (Adventure Club Remix),Łaszewo,Fuck Your Sunshine (Adventure Club Remix),1277,6QvldZZ10eYgKamaWfG52b,playbtn,fwdbtn,True,True,False,False,10,Electronic Dubstep,0.75,Empowered,English
66,2024-01-04,19:32:59,US,ios,"Dariyaganj (From ""Jai Mummy Di"")",Arijit Singh,"Dariyaganj (From ""Jai Mummy Di"")",1021,3c8SjGyaf03Czq1eaa8xNs,fwdbtn,fwdbtn,True,True,False,False,14,Bollywood Romantic,0.67,Romantic,Hindi
67,2024-01-04,19:33:08,US,ios,Hearts on Fire,ILLENIUM,Hearts on Fire,9287,02oT3HvcsXD64VwOBtH8yM,fwdbtn,endplay,True,True,False,False,9,Future Bass,0.78,Euphoric,English
68,2024-01-04,19:33:21,US,ios,Shattered (feat. RUNN),MitiS,Shattered EP,12445,6UZO6FU4YUoC4wgRu0A37c,clickrow,endplay,True,True,False,False,13,Future Bass,0.75,Uplifting,English
69,2024-01-04,19:36:06,US,ios,Deep Down (feat. Never Dull),Alok,Deep Down (feat. Never Dull),165752,7MIhUdNJtaOnDmC5nBC1fb,clickrow,trackdone,True,False,False,False,14,Electronic Dance Music (EDM),0.75,Euphoric,English
70,2024-01-04,19:39:48,US,ios,Before You (feat. Dia Frampton),Seven Lions,Beyond The Veil,220976,2TXG8WRqYDtN4YI4XW1RCs,trackdone,trackdone,True,False,False,False,8,Melodic Dubstep,0.7,Melancholy,English
71,2024-01-05,05:07:06,US,ios,With U,Afinity,With U,161980,2u4dejYhJszoo17e1W2WLW,trackdone,logout,True,False,False,False,9,Contemporary R&B,0.65,Romantic,English
72,2024-01-06,23:36:14,US,ios,Won't Make A Sound,ARMNHMR,Won't Make A Sound,276480,1mgsWGf69P448vP0md1Z8e,playbtn,trackdone,True,False,False,False,15,Future Bass,0.8,Uplifting,English
73,2024-01-06,23:53:02,US,ios,Back To U,SLANDER,Back To U,214400,19m23w2ANVhtB7rApM6pbN,trackdone,trackdone,True,False,False,False,39,Future Bass,0.75,Melancholy,English
74,2024-01-07,02:41:36,US,ios,Up In Flames (feat. Alex Gaskarth of All Time Low),Kayzo,Unleashed,208062,5BYNVMWx115Kl431KiWfeC,trackdone,trackdone,True,False,False,False,13,Electronic Rock,0.65,Empowered,English
75,2024-01-07,02:46:42,US,ios,First Time (feat. iann dior) - Kayzo Remix,ILLENIUM,First Time (feat. iann dior),166451,1itZR2BxnrhSPFM0sYzvR7,trackdone,trackdone,True,False,False,False,14,Electronic Dance Music (EDM),0.8,Euphoric,English
76,2024-01-07,04:36:01,US,ios,On My Own,Said The Sky,On My Own,255448,7JiWFKym2XX7vgQDt0uUmB,trackdone,trackdone,True,False,False,False,5,Future Bass,0.7,Nostalgic,English
77,2024-01-07,04:48:14,US,ios,It’s Gonna Hurt,Sullivan King,Thrones of Blood,196491,0s5S3ATX3tg8PpS9SNtgx0,trackdone,trackdone,True,False,False,False,18,Electronic Metal,0.7,Empowered,English
79,2024-01-07,17:10:39,US,ios,Disappearing Now,NURKO,Disappearing Now,291428,2g9vY91OCirbr91b0fEBfa,trackdone,trackdone,True,False,False,False,12,Melodic Dubstep,0.8,Melancholy,Instrumental
80,2024-01-07,17:43:55,US,ios,Hurts Sometimes (with Jonathan Mendelsohn),SLANDER,Hurts Sometimes (with Jonathan Mendelsohn),141359,2wwSQbfTJUqNqDch31XUpW,trackdone,unexpected-exit-while-paused,True,False,False,False,11,Future Bass,0.7,Bittersweet,English
81,2024-01-08,13:56:15,US,not_applicable,Hurts Sometimes (with Jonathan Mendelsohn),SLANDER,Hurts Sometimes (with Jonathan Mendelsohn),253011,2wwSQbfTJUqNqDch31XUpW,remote,trackdone,True,False,False,False,11,Future Bass,0.7,Bittersweet,English
82,2024-01-08,14:03:42,US,not_applicable,Start It Over (feat. KC),Last Heroes,Start It Over (feat. KC),199834,4Y3hmcRgFw88qJnXGzCwkq,trackdone,trackdone,True,False,False,False,21,Pop,0.75,Uplifting,English
83,2024-01-08,14:10:34,US,not_applicable,Love For You,SABAI,Love For You,207573,7ao8imeoghP0rWSOrIJalv,trackdone,trackdone,True,False,False,False,7,Pop,0.75,Romantic,English
84,2024-01-08,14:15:22,US,not_applicable,"Anywhere (feat. shYbeast, PLYA)",SLANDER,"Anywhere (feat. shYbeast, PLYA)",291941,07ImPoPqKNwqucuPEZooBj,trackdone,trackdone,True,False,False,False,8,Melodic Dubstep,0.75,Uplifting,English
85,2024-01-08,14:22:01,US,not_applicable,Safe With Me (feat. Audrey Mika) - Last Heroes Remix,Gryffin,Safe With Me (feat. Audrey Mika),184915,33cHM9015yns1CB2CeWr0L,trackdone,trackdone,True,False,False,False,12,Electronic Dance Music (EDM),0.7,Romantic,English
86,2024-01-08,14:24:59,US,not_applicable,Safe With Me (feat. Audrey Mika) - Last Heroes Remix,Gryffin,Safe With Me (feat. Audrey Mika),192622,33cHM9015yns1CB2CeWr0L,backbtn,trackdone,True,False,False,False,12,Electronic Dance Music (EDM),0.7,Romantic,English
87,2024-01-08,14:31:57,US,not_applicable,Learn To Love Again,Audien,Learn To Love Again,228415,4548LyFomXQmDAINcFizEq,trackdone,trackdone,True,False,False,False,21,Progressive House,0.55,Hopeful,English
88,2024-01-08,14:34:59,US,not_applicable,Trust Issues,SABAI,Trust Issues,186552,5nAcDjHi1Sn9d24ZPwYpZc,trackdone,trackdone,True,False,False,False,6,R&B,0.35,Melancholy,English
89,2024-01-08,14:39:29,US,not_applicable,Better Off Lonely,NURKO,Better Off Lonely,274325,2K8Klz6aBDfKYHs0uShZxK,trackdone,trackdone,True,False,False,False,10,Future Bass,0.78,Melancholy,English
90,2024-01-08,14:49:09,US,not_applicable,Me + You - With Løve Remix,SABAI,Me + You,165562,1zVoCYS8vLibUr52cggUvy,trackdone,logout,True,False,False,False,5,Indie Electronic,0.7,Uplifting,English
91,2024-01-08,14:59:30,US,not_applicable,Me + You - With Løve Remix,SABAI,Me + You,214788,1zVoCYS8vLibUr52cggUvy,remote,trackdone,True,False,False,False,5,Indie Electronic,0.7,Uplifting,English
92,2024-01-08,15:06:32,US,not_applicable,Lights Out,Blanke,Lights Out,238308,0XdmzOmGiPoNEfNK4BslVo,trackdone,trackdone,True,False,False,False,11,Electronic/Dubstep,0.75,Empowered,English
93,2024-01-08,15:06:41,US,not_applicable,Hurts Sometimes (with Jonathan Mendelsohn),SLANDER,Hurts Sometimes (with Jonathan Mendelsohn),8244,2wwSQbfTJUqNqDch31XUpW,trackdone,fwdbtn,True,True,False,False,11,Future Bass,0.7,Bittersweet,English
94,2024-01-08,15:16:26,US,not_applicable,Fragments,ILLENIUM,Fallen Embers,214072,0qH4xYxCrvqO86YyLbkTrB,trackdone,trackdone,True,False,False,False,18,Melodic Dubstep,0.6,Bittersweet,English
95,2024-01-08,17:10:33,US,not_applicable,"Anywhere (feat. shYbeast, PLYA)",SLANDER,"Anywhere (feat. shYbeast, PLYA)",211484,07ImPoPqKNwqucuPEZooBj,trackdone,logout,True,False,False,False,8,Melodic Dubstep,0.75,Uplifting,English
96,2024-01-08,20:55:49,US,ios,Say The Word (feat. Clementine Douglas),Chase & Status,Say The Word (feat. Clementine Douglas),225850,1jxGhPyCn9SZR9eqrTduja,trackdone,trackdone,False,False,False,False,5,Drum and Bass,0.8,Romantic,English
97,2024-01-08,21:03:25,US,not_applicable,Back To U,SLANDER,Back To U,225030,19m23w2ANVhtB7rApM6pbN,playbtn,trackdone,True,False,False,False,39,Future Bass,0.75,Melancholy,English
98,2024-01-08,21:07:16,US,not_applicable,Blame Myself,ILLENIUM,Fallen Embers,234654,1suqXPrYygZ7BYiSfaVZE4,trackdone,trackdone,True,False,False,False,19,Melodic Dubstep,0.75,Bittersweet,English
99,2024-01-08,21:13:48,US,not_applicable,Shelter (feat. Melanie Fontana),Jason Ross,1000 Faces,408363,2PjP6kbOMsXr07fyfgcI0g,trackdone,trackdone,True,False,False,False,21,Melodic Dubstep,0.75,Uplifting,English
100,2024-01-08,21:17:13,US,not_applicable,Here With Me (feat. Nevve),ARMNHMR,The Free World,209266,1WvI0h6oiI3mNgbqPRGc50,trackdone,trackdone,True,False,False,False,14,Future Bass,0.7,Romantic,English
101,2024-01-08,21:19:18,US,not_applicable,fukumean,Gunna,a Gift & a Curse,129049,4rXLjWdF2ZZpXCVTfWcshS,trackdone,trackdone,True,False,False,False,6,Trap,0.7,Empowered,English
102,2024-01-08,21:21:40,US,not_applicable,Yes Indeed,Lil Baby,Harder Than Ever,146285,6vN77lE9LK6HP2DewaN6HZ,trackdone,trackdone,True,False,False,False,17,Hip-Hop/Rap,0.52,Empowered,English
103,2024-01-08,21:32:12,US,not_applicable,Aaya Na Tu,Arjun Kanungo,Aaya Na Tu,214514,3T0oPETOdddxJ2xTt2qJe4,trackdone,trackdone,True,False,False,False,18,Pop,0.65,Romantic,Hindi
104,2024-01-08,21:36:54,US,not_applicable,Chaand Baaliyan,Aditya A,Chaand Baaliyan,107589,0snQrp1VaY5Pj1YIHRJpRJ,trackdone,trackdone,True,False,False,False,12,Pop,0.6,Romantic,Hindi
105,2024-01-08,21:39:46,US,not_applicable,Samjho Na,Aditya Rikhari,Samjho Na,176705,1d5lpW3gUyq537iuyrb9Lf,trackdone,trackdone,True,False,False,False,26,Indie Pop,0.6,Romantic,Hindi
106,2024-01-08,21:51:22,US,not_applicable,Snooze,SZA,SOS,206249,4iZ4pt7kvcaH6Yo8UoZ4s2,trackdone,trackdone,True,False,False,False,8,Contemporary R&B,0.65,Romantic,English
107,2024-01-08,21:55:59,US,not_applicable,Sativa,Jhené Aiko,Trip,281288,2pg2TiYo9Rb8KeB5JjP7jS,trackdone,trackdone,True,False,False,False,5,Alternative R&B,0.33,Peaceful,English
108,2024-01-08,21:59:57,US,not_applicable,Falling Apart,ARMNHMR,Falling Apart,242481,5TQDtOeQ3IU2VqKbCn6Rwq,trackdone,trackdone,True,False,False,False,50,Future Bass,0.7,Melancholy,English
109,2024-01-08,22:02:56,US,not_applicable,Drive You Crazy,Dylan Matthew,Drive You Crazy,182619,5XY6DN8SXjHtj55e7CkZpH,trackdone,trackdone,True,False,False,False,19,Pop,0.7,Romantic,English
110,2024-01-08,22:06:26,US,not_applicable,Fragments,ILLENIUM,Fallen Embers,214297,0qH4xYxCrvqO86YyLbkTrB,trackdone,trackdone,True,False,False,False,18,Melodic Dubstep,0.6,Bittersweet,English
111,2024-01-08,22:09:38,US,not_applicable,Wish It Was You,Audien,Wish It Was You,196018,3Dr0xDJwXy6JkiHNJfv5zd,trackdone,trackdone,True,False,False,False,17,Progressive House,0.64,Uplifting,English
112,2024-01-08,22:09:38,US,not_applicable,Wish It Was You,Audien,Wish It Was You,196018,3Dr0xDJwXy6JkiHNJfv5zd,trackdone,trackdone,True,False,False,False,17,Progressive House,0.8,Romantic,English
113,2024-01-08,22:14:37,US,not_applicable,Tera Hone Laga Hoon,Atif Aslam,Best of Romance: Atif Aslam & Pritam,304486,48Ix6ReYdJf2H4mKb3TIpj,trackdone,trackdone,True,False,False,False,5,Romantic Pop,0.6,Romantic,Hindi
114,2024-01-08,22:15:21,US,not_applicable,Alag Aasmaan,Anuv Jain,Alag Aasmaan,43837,3bQsp4Vr9Rg4fNCx6HPOgX,trackdone,fwdbtn,True,True,False,False,14,Indie Folk,0.5,Melancholy,Hindi
115,2024-01-08,22:15:23,US,not_applicable,"Ek Ladki Ko Dekha Toh Aisa Laga (From ""Ek Ladki Ko Dekha Toh Aisa Laga"")",Darshan Raval,"Ek Ladki Ko Dekha Toh Aisa Laga (From ""Ek Ladki Ko Dekha Toh Aisa Laga"") - Single",2065,3jyqXdAjwqO3gFtjnYrbq9,fwdbtn,fwdbtn,True,True,False,False,6,Romantic Pop,0.5,Romantic,Hindi
116,2024-01-08,22:22:29,US,not_applicable,re-collide,GhostDragon,re-collide,172301,7behMMmmyTzM0MGfMwiq5Z,trackdone,trackdone,True,False,False,False,12,Progressive Metal,0.75,Empowered,English
117,2024-01-08,22:25:52,US,not_applicable,History (feat. Lostboycrow),Beren Olivia,History (feat. Lostboycrow),206737,5uBMuzMM2GtgpOJ9hpKgIQ,trackdone,trackdone,True,False,False,False,8,Pop,0.75,Bittersweet,English
118,2024-01-08,22:29:06,US,not_applicable,Hard Part's Over,Hoang,Hard Part's Over,198870,2InIRfPZRlTO6k1qCxRsRj,trackdone,trackdone,True,False,False,False,31,Indie Pop,0.7,Empowered,English
